index,query,_id,_score,name,pathway,symbol,notfound
65,ENSG00000001167,4800,19.026363,nuclear transcription factor Y subunit alpha,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1655829', 'name': 'Regulation of cholesterol biosynthesis by SREBP (SREBF)'}, {'id': 'R-HSA-1655829', 'name': 'Regulation of cholesterol biosynthesis by SREBP (SREBF)'}, {'id': 'R-HSA-1989781', 'name': 'PPARA activates gene expression'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-2426168', 'name': 'Activation of gene expression by SREBF (SREBP)'}, {'id': 'R-HSA-2426168', 'name': 'Activation of gene expression by SREBF (SREBP)'}, {'id': 'R-HSA-380994', 'name': 'ATF4 activates genes in response to endoplasmic reticulum  stress'}, {'id': 'R-HSA-381033', 'name': 'ATF6 (ATF6-alpha) activates chaperones'}, {'id': 'R-HSA-381042', 'name': 'PERK regulates gene expression'}, {'id': 'R-HSA-381119', 'name': 'Unfolded Protein Response (UPR)'}, {'id': 'R-HSA-381183', 'name': 'ATF6 (ATF6-alpha) activates chaperone genes'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-400206', 'name': 'Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-8957322', 'name': 'Metabolism of steroids'}, {'id': 'R-HSA-8957322', 'name': 'Metabolism of steroids'}, {'id': 'R-HSA-9614085', 'name': 'FOXO-mediated transcription'}, {'id': 'R-HSA-9614657', 'name': 'FOXO-mediated transcription of cell death genes'}]}",NFYA,
68,ENSG00000050555,10319,20.073238,laminin subunit gamma 3,"{'reactome': [{'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-3000157', 'name': 'Laminin interactions'}, {'id': 'R-HSA-3000157', 'name': 'Laminin interactions'}, {'id': 'R-HSA-3000171', 'name': 'Non-integrin membrane-ECM interactions'}, {'id': 'R-HSA-6806834', 'name': 'Signaling by MET'}, {'id': 'R-HSA-8874081', 'name': 'MET activates PTK2 signaling'}, {'id': 'R-HSA-8875878', 'name': 'MET promotes cell motility'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}]}",LAMC3,
71,ENSG00000170571,133418,19.597954,embigin,"{'reactome': [{'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-425366', 'name': 'Transport of bile salts and organic acids, metal ions and amine compounds'}, {'id': 'R-HSA-425407', 'name': 'SLC-mediated transmembrane transport'}, {'id': 'R-HSA-433692', 'name': 'Proton-coupled monocarboxylate transport'}]}",EMB,
72,ENSG00000169418,4881,19.287802,natriuretic peptide receptor 1,"{'reactome': [{'id': 'R-HSA-397014', 'name': 'Muscle contraction'}, {'id': 'R-HSA-5576891', 'name': 'Cardiac conduction'}, {'id': 'R-HSA-5578768', 'name': 'Physiological factors'}]}",NPR1,
74,ENSG00000151376,10873,20.506136,malic enzyme 3,"{'reactome': [{'id': 'R-HSA-1428517', 'name': 'The citric acid (TCA) cycle and respiratory electron transport'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-71403', 'name': 'Citric acid cycle (TCA cycle)'}, {'id': 'R-HSA-71406', 'name': 'Pyruvate metabolism and Citric Acid (TCA) cycle'}]}",ME3,
77,ENSG00000123405,4778,19.679707,"nuclear factor, erythroid 2","{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-8878171', 'name': 'Transcriptional regulation by RUNX1'}, {'id': 'R-HSA-8936459', 'name': 'RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function'}, {'id': 'R-HSA-983231', 'name': 'Factors involved in megakaryocyte development and platelet production'}, {'id': 'R-HSA-983231', 'name': 'Factors involved in megakaryocyte development and platelet production'}]}",NFE2,
79,ENSG00000109929,6309,20.510637,sterol-C5-desaturase,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1655829', 'name': 'Regulation of cholesterol biosynthesis by SREBP (SREBF)'}, {'id': 'R-HSA-191273', 'name': 'Cholesterol biosynthesis'}, {'id': 'R-HSA-2426168', 'name': 'Activation of gene expression by SREBF (SREBP)'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-6807047', 'name': 'Cholesterol biosynthesis via desmosterol'}, {'id': 'R-HSA-6807062', 'name': 'Cholesterol biosynthesis via lathosterol'}, {'id': 'R-HSA-8957322', 'name': 'Metabolism of steroids'}]}",SC5D,
81,ENSG00000151726,2180,19.6594,acyl-CoA synthetase long chain family member 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1989781', 'name': 'PPARA activates gene expression'}, {'id': 'R-HSA-2046104', 'name': 'alpha-linolenic (omega3) and linoleic (omega6) acid metabolism'}, {'id': 'R-HSA-2046105', 'name': 'Linoleic acid (LA) metabolism'}, {'id': 'R-HSA-2046106', 'name': 'alpha-linolenic acid (ALA) metabolism'}, {'id': 'R-HSA-400206', 'name': 'Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-75105', 'name': 'Fatty acyl-CoA biosynthesis'}, {'id': 'R-HSA-75876', 'name': 'Synthesis of very long-chain fatty acyl-CoAs'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}]}",ACSL1,
83,ENSG00000171714,203859,20.14602,anoctamin 5,"{'reactome': [{'id': 'R-HSA-2672351', 'name': 'Stimuli-sensing channels'}, {'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-983712', 'name': 'Ion channel transport'}]}",ANO5,
84,ENSG00000163399,476,19.693832,ATPase Na+/K+ transporting subunit alpha 1,"{'reactome': [{'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-397014', 'name': 'Muscle contraction'}, {'id': 'R-HSA-5576891', 'name': 'Cardiac conduction'}, {'id': 'R-HSA-5578775', 'name': 'Ion homeostasis'}, {'id': 'R-HSA-936837', 'name': 'Ion transport by P-type ATPases'}, {'id': 'R-HSA-983712', 'name': 'Ion channel transport'}]}",ATP1A1,
85,ENSG00000075239,38,20.150984,acetyl-CoA acetyltransferase 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-70895', 'name': 'Branched-chain amino acid catabolism'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}, {'id': 'R-HSA-74182', 'name': 'Ketone body metabolism'}, {'id': 'R-HSA-77108', 'name': 'Utilization of Ketone Bodies'}, {'id': 'R-HSA-77111', 'name': 'Synthesis of Ketone Bodies'}]}",ACAT1,
87,ENSG00000105639,3718,19.283432,Janus kinase 3,"{'reactome': [{'id': 'R-HSA-1266695', 'name': 'Interleukin-7 signaling'}, {'id': 'R-HSA-1266695', 'name': 'Interleukin-7 signaling'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-451927', 'name': 'Interleukin-2 family signaling'}, {'id': 'R-HSA-451927', 'name': 'Interleukin-2 family signaling'}, {'id': 'R-HSA-512988', 'name': 'Interleukin-3, Interleukin-5 and GM-CSF signaling'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-6785807', 'name': 'Interleukin-4 and Interleukin-13 signaling'}, {'id': 'R-HSA-8854691', 'name': 'Interleukin-20 family signaling'}, {'id': 'R-HSA-8983432', 'name': 'Interleukin-15 signaling'}, {'id': 'R-HSA-8983432', 'name': 'Interleukin-15 signaling'}, {'id': 'R-HSA-8985947', 'name': 'Interleukin-9 signaling'}, {'id': 'R-HSA-9020558', 'name': 'Interleukin-2 signaling'}, {'id': 'R-HSA-9020958', 'name': 'Interleukin-21 signaling'}, {'id': 'R-HSA-912526', 'name': 'Interleukin receptor SHC signaling'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}]}",JAK3,
88,ENSG00000005059,55013,20.002016,mitochondrial calcium uniporter dominant negative beta subunit,"{'reactome': [{'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-8949215', 'name': 'Mitochondrial calcium ion transport'}, {'id': 'R-HSA-8949664', 'name': 'Processing of SMDT1'}]}",MCUB,
90,ENSG00000100417,5372,19.988379,phosphomannomutase 1,"{'reactome': [{'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-446193', 'name': 'Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein'}, {'id': 'R-HSA-446203', 'name': 'Asparagine N-linked glycosylation'}, {'id': 'R-HSA-446205', 'name': 'Synthesis of GDP-mannose'}, {'id': 'R-HSA-446219', 'name': 'Synthesis of substrates in N-glycan biosythesis'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}]}",PMM1,
91,ENSG00000121039,157506,20.00202,retinol dehydrogenase 10,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-2187338', 'name': 'Visual phototransduction'}, {'id': 'R-HSA-2453902', 'name': 'The canonical retinoid cycle in rods (twilight vision)'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-418594', 'name': 'G alpha (i) signalling events'}, {'id': 'R-HSA-5362517', 'name': 'Signaling by Retinoic Acid'}, {'id': 'R-HSA-5365859', 'name': 'RA biosynthesis pathway'}, {'id': 'R-HSA-9006931', 'name': 'Signaling by Nuclear Receptors'}]}",RDH10,
93,ENSG00000019582,972,19.683702,CD74 molecule,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-202733', 'name': 'Cell surface interactions at the vascular wall'}, {'id': 'R-HSA-2132295', 'name': 'MHC class II antigen presentation'}]}",CD74,
96,ENSG00000068831,10235,20.073168,RAS guanyl releasing protein 2,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114508', 'name': 'Effects of PIP2 hydrolysis'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-2454202', 'name': 'Fc epsilon receptor (FCERI) signaling'}, {'id': 'R-HSA-2871837', 'name': 'FCERI mediated NF-kB activation'}, {'id': 'R-HSA-354192', 'name': 'Integrin alphaIIb beta3 signaling'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-392517', 'name': 'Rap1 signalling'}, {'id': 'R-HSA-416476', 'name': 'G alpha (q) signalling events'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76009', 'name': 'Platelet Aggregation (Plug Formation)'}, {'id': 'R-HSA-9006921', 'name': 'Integrin signaling'}]}",RASGRP2,
98,ENSG00000137033,90865,20.063833,interleukin 33,"{'reactome': [{'id': 'R-HSA-1257604', 'name': 'PIP3 activates AKT signaling'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-199418', 'name': 'Negative regulation of the PI3K/AKT network'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-446652', 'name': 'Interleukin-1 family signaling'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-5688426', 'name': 'Deubiquitination'}, {'id': 'R-HSA-5689880', 'name': 'Ub-specific processing proteases'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-6811558', 'name': 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling'}, {'id': 'R-HSA-9006925', 'name': 'Intracellular signaling by second messengers'}, {'id': 'R-HSA-9014843', 'name': 'Interleukin-33 signaling'}]}",IL33,
101,ENSG00000033178,55236,19.612444,ubiquitin like modifier activating enzyme 6,"{'reactome': [{'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-8852135', 'name': 'Protein ubiquitination'}, {'id': 'R-HSA-8852135', 'name': 'Protein ubiquitination'}, {'id': 'R-HSA-8866652', 'name': 'Synthesis of active ubiquitin: roles of E1 and E2 enzymes'}, {'id': 'R-HSA-8866652', 'name': 'Synthesis of active ubiquitin: roles of E1 and E2 enzymes'}, {'id': 'R-HSA-983168', 'name': 'Antigen processing: Ubiquitination & Proteasome degradation'}, {'id': 'R-HSA-983169', 'name': 'Class I MHC mediated antigen processing & presentation'}]}",UBA6,
102,ENSG00000172175,10892,19.356354,MALT1 paracaspase,"{'reactome': [{'id': 'R-HSA-1168372', 'name': 'Downstream signaling events of B Cell Receptor (BCR)'}, {'id': 'R-HSA-1168372', 'name': 'Downstream signaling events of B Cell Receptor (BCR)'}, {'id': 'R-HSA-1169091', 'name': 'Activation of NF-kappaB in B cells'}, {'id': 'R-HSA-1169091', 'name': 'Activation of NF-kappaB in B cells'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-202403', 'name': 'TCR signaling'}, {'id': 'R-HSA-202424', 'name': 'Downstream TCR signaling'}, {'id': 'R-HSA-2454202', 'name': 'Fc epsilon receptor (FCERI) signaling'}, {'id': 'R-HSA-2454202', 'name': 'Fc epsilon receptor (FCERI) signaling'}, {'id': 'R-HSA-2871837', 'name': 'FCERI mediated NF-kB activation'}, {'id': 'R-HSA-2871837', 'name': 'FCERI mediated NF-kB activation'}, {'id': 'R-HSA-5607764', 'name': 'CLEC7A (Dectin-1) signaling'}, {'id': 'R-HSA-5621481', 'name': 'C-type lectin receptors (CLRs)'}, {'id': 'R-HSA-5660668', 'name': 'CLEC7A/inflammasome pathway'}, {'id': 'R-HSA-983705', 'name': 'Signaling by the B Cell Receptor (BCR)'}, {'id': 'R-HSA-983705', 'name': 'Signaling by the B Cell Receptor (BCR)'}]}",MALT1,
103,ENSG00000113916,604,20.080383,BCL6 transcription repressor,"{'reactome': [{'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-3700989', 'name': 'Transcriptional Regulation by TP53'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-5633008', 'name': 'TP53 Regulates Transcription of Cell Death Genes'}, {'id': 'R-HSA-6785807', 'name': 'Interleukin-4 and Interleukin-13 signaling'}, {'id': 'R-HSA-6803205', 'name': 'TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-9614085', 'name': 'FOXO-mediated transcription'}, {'id': 'R-HSA-9614657', 'name': 'FOXO-mediated transcription of cell death genes'}]}",BCL6,
104,ENSG00000147852,7436,19.66595,very low density lipoprotein receptor,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-174824', 'name': 'Plasma lipoprotein assembly, remodeling, and clearance'}, {'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-8866376', 'name': 'Reelin signalling pathway'}, {'id': 'R-HSA-8866427', 'name': 'VLDLR internalisation and degradation'}, {'id': 'R-HSA-8964043', 'name': 'Plasma lipoprotein clearance'}, {'id': 'R-HSA-8964046', 'name': 'VLDL clearance'}]}",VLDLR,
106,ENSG00000049130,4254,19.277367,KIT ligand,"{'reactome': [{'id': 'R-HSA-1257604', 'name': 'PIP3 activates AKT signaling'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-1433557', 'name': 'Signaling by SCF-KIT'}, {'id': 'R-HSA-1433557', 'name': 'Signaling by SCF-KIT'}, {'id': 'R-HSA-1433559', 'name': 'Regulation of KIT signaling'}, {'id': 'R-HSA-1433559', 'name': 'Regulation of KIT signaling'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-199418', 'name': 'Negative regulation of the PI3K/AKT network'}, {'id': 'R-HSA-2219528', 'name': 'PI3K/AKT Signaling in Cancer'}, {'id': 'R-HSA-2219530', 'name': 'Constitutive Signaling by Aberrant PI3K in Cancer'}, {'id': 'R-HSA-5663202', 'name': 'Diseases of signal transduction'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-6811558', 'name': 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling'}, {'id': 'R-HSA-9006925', 'name': 'Intracellular signaling by second messengers'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}]}",KITLG,
107,ENSG00000123836,5208,19.685114,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2","{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-70171', 'name': 'Glycolysis'}, {'id': 'R-HSA-70326', 'name': 'Glucose metabolism'}, {'id': 'R-HSA-71387', 'name': 'Metabolism of carbohydrates'}, {'id': 'R-HSA-9634600', 'name': 'Regulation of glycolysis by fructose 2,6-bisphosphate metabolism'}]}",PFKFB2,
108,ENSG00000113319,5924,20.936441,Ras protein specific guanine nucleotide releasing factor 2,"{'reactome': [{'id': 'R-HSA-112314', 'name': 'Neurotransmitter receptors and postsynaptic signal transmission'}, {'id': 'R-HSA-112315', 'name': 'Transmission across Chemical Synapses'}, {'id': 'R-HSA-112316', 'name': 'Neuronal System'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-193648', 'name': 'NRAGE signals death through JNK'}, {'id': 'R-HSA-193704', 'name': 'p75 NTR receptor-mediated signalling'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194840', 'name': 'Rho GTPase cycle'}, {'id': 'R-HSA-204998', 'name': 'Cell death signalling via NRAGE, NRIF and NADE'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-416482', 'name': 'G alpha (12/13) signalling events'}, {'id': 'R-HSA-438064', 'name': 'Post NMDA receptor activation events'}, {'id': 'R-HSA-442742', 'name': 'CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling'}, {'id': 'R-HSA-442755', 'name': 'Activation of NMDA receptors and postsynaptic events'}, {'id': 'R-HSA-442982', 'name': 'Ras activation upon Ca2+ influx through NMDA receptor'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-73887', 'name': 'Death Receptor Signalling'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}]}",RASGRF2,
110,ENSG00000165175,58526,21.124077,MID1 interacting protein 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-200425', 'name': 'Import of palmitoyl-CoA into the mitochondrial matrix'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}]}",MID1IP1,
111,ENSG00000116761,1491,19.683702,cystathionine gamma-lyase,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1614558', 'name': 'Degradation of cysteine and homocysteine'}, {'id': 'R-HSA-1614603', 'name': 'Cysteine formation from homocysteine'}, {'id': 'R-HSA-1614635', 'name': 'Sulfur amino acid metabolism'}, {'id': 'R-HSA-2408508', 'name': 'Metabolism of ingested SeMet, Sec, MeSec into H2Se'}, {'id': 'R-HSA-2408522', 'name': 'Selenoamino acid metabolism'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}, {'id': 'R-HSA-71291', 'name': 'Metabolism of amino acids and derivatives'}]}",CTH,
